GrLivArea,YearBuilt,GarageCars,TotalBsmtSF,FullBath,OverallQual,Neighborhood,SalePrice
672,1941,1,672,1,4,Edwards,113000
960,1965,1,648,0,4,Sawyer,145000
999,1962,1,925,1,5,NAmes,134500
894,1966,1,894,1,5,Sawyer,125000
1902,1978,2,0,2,6,Sawyer,112000
1314,2009,2,1300,2,8,Somerst,229456
912,1947,0,0,1,4,BrkSide,80500
1218,1971,0,672,1,6,BrDale,91500
912,1964,1,912,1,5,NAmes,115000
1211,1968,1,952,1,5,Sawyer,134000
1846,1949,1,1040,2,6,NAmes,143000
2136,1951,2,2136,2,5,NAmes,137900
1490,2004,2,788,2,7,Gilbert,184000
1138,1958,1,588,1,6,NAmes,145000
1933,2007,3,894,2,6,Somerst,214000
912,1965,2,912,1,5,NAmes,147000
1702,2008,3,1702,1,9,NridgHt,367294
1507,1960,1,1075,2,5,NAmes,127000
2620,1977,2,1361,2,5,Sawyer,190000
1190,1962,2,1106,1,5,NAmes,132500
1224,1962,2,0,2,4,NAmes,101800
1188,1959,2,1188,1,5,NAmes,142000
1964,1911,0,940,1,5,SWISU,130000
1784,1914,1,747,1,5,Crawfor,138887
1626,2003,2,764,2,7,NridgHt,175500
1948,2004,2,847,2,7,CollgCr,195000
1141,2005,2,1141,1,6,SawyerW,142500
1484,2006,2,1476,2,8,Timber,265900
1768,2003,2,884,2,7,CollgCr,224900
1689,2007,3,1689,2,7,Somerst,248328
1173,1974,2,1053,2,7,NWAmes,170000
2076,2006,3,2076,2,10,NridgHt,465000
1517,1929,2,792,1,8,Crawfor,230000
1868,1984,2,585,3,6,NWAmes,178000
1553,2005,2,756,2,7,Somerst,186500
1034,1976,3,1012,1,6,Mitchel,169900
2058,1917,2,735,1,6,OldTown,129500
988,1950,1,876,1,5,NAmes,119000
2110,1968,2,2110,2,7,NAmes,244000
1405,2003,2,1405,2,7,NridgHt,171750
874,1968,1,864,1,5,Mitchel,130000
2167,1974,2,1192,2,7,Veenker,294000
1656,2003,2,746,2,7,Edwards,165400
1367,1931,1,884,1,6,BrkSide,127500
1987,1994,2,1986,2,8,NoRidge,301500
864,1922,0,864,1,5,Edwards,99900
1166,2005,2,856,2,7,Gilbert,190000
1054,1969,2,1054,1,6,NAmes,151000
1675,1999,2,841,2,6,Gilbert,181000
1050,1956,1,1050,1,5,NAmes,128900
1788,1957,1,1104,1,4,ClearCr,161500
1824,1919,2,764,1,6,BrkSide,180500
1337,1998,2,1405,2,6,NAmes,181000
1452,1999,2,691,2,7,Somerst,183900
1889,1910,1,925,1,7,OldTown,122000
2018,2008,3,2002,2,9,Timber,378500
3447,1935,3,728,3,8,Crawfor,381000
1524,1958,1,874,1,5,NAmes,144000
1524,1979,2,1332,0,7,ClearCr,260000
1489,1968,2,1489,2,6,NWAmes,185750
935,1965,1,935,1,5,Sawyer,137000
1357,1959,1,1019,1,6,Edwards,177000
1250,1910,2,661,2,5,Crawfor,139000
1920,1948,2,928,2,5,NAmes,137000
1395,1972,2,723,1,6,NWAmes,162000
1724,1967,2,1680,1,6,NWAmes,197900
2031,2002,2,1128,2,8,CollgCr,237000
1128,1920,2,698,1,4,IDOTRR,68400
1573,2002,2,1573,2,7,CollgCr,227000
1339,1990,2,1309,2,7,Timber,180000
1040,1977,2,1040,2,5,CollgCr,150500
1824,1971,0,912,2,6,Mitchel,139000
2447,1919,1,804,2,6,SWISU,169000
1412,1939,1,780,1,6,BrkSide,132500
1328,1963,2,1328,1,6,NWAmes,143000
1582,1964,2,1624,2,5,ClearCr,190000
1659,2000,2,1501,2,8,StoneBr,278000
1970,2006,3,1085,2,8,NridgHt,281000
1152,1964,2,1152,1,5,NAmes,180500
1302,1972,1,630,2,5,BrDale,119500
2372,1892,1,994,2,5,OldTown,107500
1664,1976,2,832,2,7,NWAmes,162900
864,1955,2,864,1,5,Edwards,115000
1052,1968,1,1052,1,5,NAmes,138500
1128,1963,2,1120,2,5,NAmes,155000
1072,2005,2,547,2,6,Edwards,140000
5642,2008,2,6110,2,10,Edwards,160000
1246,1959,1,1246,1,5,NAmes,154000
1983,1999,2,978,2,7,Gilbert,225000
1494,1942,1,771,1,6,Crawfor,177500
2526,1994,3,1165,2,8,NoRidge,290000
1616,2005,3,1616,2,7,Somerst,232000
1708,2004,2,976,2,7,Edwards,130000
1652,2006,2,1652,2,9,NridgHt,325000
1368,2005,2,1368,2,7,NridgHt,202500
990,1994,2,990,1,5,CollgCr,138000
1122,1948,2,924,1,5,OldTown,147000
1294,1991,2,1278,2,6,SawyerW,179200
1902,1959,2,1902,2,7,Crawfor,335000
1274,2005,2,1274,2,7,CollgCr,203000
2810,1990,2,1453,2,8,NoRidge,302000
2599,1999,3,1393,2,9,NoRidge,333168
948,1954,1,948,1,4,Edwards,119000
2112,1969,2,952,2,6,NAmes,206900
1630,2008,3,1622,2,8,CollgCr,295493
1352,2006,2,1352,2,7,Somerst,208900
1787,2001,3,1753,2,8,CollgCr,275000
948,1954,1,864,1,4,Edwards,111000
1478,1957,2,1478,1,6,NAmes,156500
720,1949,1,0,1,3,BrkSide,72500
1923,1992,2,750,2,7,NoRidge,190000
708,1940,0,420,1,4,BrkSide,82500
1795,2006,3,1795,2,8,Somerst,147000
796,1922,0,796,1,4,IDOTRR,55000
774,1931,0,544,1,3,Edwards,79000
816,1982,1,816,1,5,Mitchel,130500
2792,1920,2,1510,2,6,OldTown,256000
1632,1998,2,935,2,7,Gilbert,176500
1588,2006,3,1588,2,8,Somerst,227000
954,1976,2,911,1,5,CollgCr,132500
816,1938,1,816,1,4,Edwards,100000
1360,1938,1,803,1,5,IDOTRR,125500
1365,1970,2,765,1,5,BrDale,125000
1334,1977,2,1350,2,6,NWAmes,167900
1656,1973,2,1656,2,5,NWAmes,135000
693,1941,0,693,1,4,OldTown,52500
1861,2002,2,916,2,7,CollgCr,200000
864,1972,1,864,1,5,CollgCr,128500
872,1971,4,858,1,4,NAmes,123000
1114,2003,2,1114,1,6,SawyerW,155000
2169,2002,2,1284,2,8,CollgCr,228500
1913,1928,2,896,1,6,Crawfor,177000
1456,2006,2,728,2,7,CollgCr,155835
960,1920,1,960,1,4,OldTown,108500
2156,1968,2,1568,2,7,NWAmes,262500
1776,2006,3,1732,2,8,Timber,283463
1494,1998,2,1482,2,7,SawyerW,215000
2358,1872,0,684,2,8,OldTown,122000
2634,1969,4,1248,2,5,NAmes,200000
1716,1962,2,858,1,6,NAmes,171000
1176,1937,2,698,1,6,BrkSide,134900
3238,1995,3,2033,2,8,NoRidge,410000
1865,2000,3,992,2,7,CollgCr,235000
1920,1968,2,570,3,7,NWAmes,170000
892,1966,1,864,1,5,NAmes,110000
1078,1971,2,1078,1,5,NAmes,149900
1573,2000,2,756,2,6,Somerst,177500
1980,2004,3,1980,2,9,NridgHt,315000
2601,1921,2,612,3,5,SWISU,189000
1530,2005,2,1530,2,7,StoneBr,260000
1738,1920,1,715,2,4,NAmes,104900
1412,2006,2,616,2,6,Gilbert,156932
1200,2005,2,600,2,7,Somerst,144152
1674,2000,2,814,2,7,Somerst,216000
1790,1999,2,873,2,7,CollgCr,193000
1475,1977,1,757,2,5,MeadowV,127000
848,2003,2,848,1,6,CollgCr,144000
1668,2003,2,1657,2,8,CollgCr,232000
1374,1920,1,840,1,4,OldTown,105000
1661,1955,1,992,1,6,NAmes,165500
2097,1998,2,1108,2,7,CollgCr,274300
2633,2001,3,2633,2,10,NoRidge,466500
1958,2005,3,1026,2,7,Somerst,250000
1571,2007,3,1571,2,8,Timber,239000
790,1930,1,768,1,6,SWISU,91000
1604,1941,2,984,2,5,Edwards,117000
987,1973,1,483,1,6,BrDale,83000
1394,2006,2,384,2,5,Timber,167500
864,1914,1,864,1,3,Edwards,58500
2117,1970,2,1205,2,6,NAmes,237500
1762,1920,2,596,1,7,OldTown,157000
1416,1918,2,816,2,5,Sawyer,112000
1258,1939,1,560,1,6,Edwards,105000
1154,1922,1,796,1,4,IDOTRR,125500
2784,1978,2,1392,3,7,NWAmes,250000
2526,1916,1,714,2,6,OldTown,136000
1746,2006,3,1746,2,9,Gilbert,377500
1218,1941,2,735,1,6,BrkSide,131000
1525,2000,2,1525,2,7,CollgCr,235000
1584,1967,3,1584,2,5,NAmes,124000
900,1967,1,864,1,5,NAmes,123000
1912,1905,2,482,2,6,OldTown,163000
1500,2006,3,1356,2,7,Blmngtn,246578
2482,2005,3,1094,2,8,Timber,281213
1687,1948,2,747,1,5,Timber,160000
1513,1920,1,939,1,5,BrkSide,137500
1904,1950,1,1208,1,5,NAmes,138000
1608,1925,1,976,2,6,SWISU,137450
1158,1929,1,862,1,6,BrkSide,120000
1593,2004,2,839,2,6,Gilbert,193000
1294,2006,2,1286,2,7,CollgCr,193879
1464,2007,3,1485,2,8,Somerst,282922
1214,1915,3,672,1,3,OldTown,105000
1646,2004,2,1594,2,8,Crawfor,275000
768,1972,2,768,1,5,CollgCr,133000
833,1985,0,833,1,5,Mitchel,112000
1363,1910,2,622,1,4,OldTown,125500
2093,1986,2,791,2,7,NWAmes,215000
1840,2001,2,944,2,7,CollgCr,230000
1668,1950,1,856,1,6,NAmes,140000
1040,1949,2,0,2,4,NAmes,90000
1844,2005,2,1844,2,8,SawyerW,257000
1848,1923,2,833,1,6,BrkSide,207000
1569,2007,3,1386,2,7,Blmngtn,175900
2290,1885,2,777,2,4,OldTown,122500
2450,1998,3,1284,2,8,NoRidge,340000
1144,1963,1,1144,1,5,NAmes,124000
1844,1969,2,1844,2,6,Crawfor,223000
1416,1968,2,708,2,6,NWAmes,179900
1069,1977,2,1069,2,6,NPkVill,127500
848,2003,2,848,1,6,CollgCr,136500
2201,1966,2,697,2,6,Edwards,274970
1344,1958,1,1024,1,5,NAmes,144000
1252,1959,2,1252,1,6,NAmes,142000
2127,1994,2,1223,2,7,NoRidge,271000
1558,1945,1,913,1,5,NAmes,140000
804,1940,1,788,1,5,OldTown,119000
1440,1981,2,1440,2,6,NWAmes,182900
1838,2005,2,732,2,5,Gilbert,192140
958,1976,2,958,2,6,NPkVill,143750
968,1927,1,656,2,4,OldTown,64500
1792,2000,2,936,2,6,Gilbert,186500
1126,1977,2,1126,2,5,Mitchel,160000
1537,1962,2,1319,1,6,NAmes,174000
864,1971,2,864,1,4,NAmes,120500
1932,2008,3,1932,2,8,NridgHt,394617
1236,1957,2,912,1,6,OldTown,149700
1725,1979,2,539,2,7,NWAmes,197000
2555,1922,2,588,2,6,Crawfor,191000
848,2004,2,848,1,6,CollgCr,149300
2007,2008,3,1017,2,10,Somerst,310000
952,1916,1,952,1,6,BrkSide,121000
1422,2004,2,1422,2,7,CollgCr,179600
913,1966,1,814,1,6,Sawyer,129000
1188,1962,1,1188,1,5,Mitchel,157900
2090,1995,2,1220,2,8,CollgCr,240000
1346,1910,1,560,1,4,Edwards,112000
630,1970,0,630,1,5,MeadowV,92000
1792,1974,0,896,2,5,NAmes,136000
1578,2008,3,1573,2,8,Somerst,287090
1072,2005,2,547,1,5,Edwards,145000
1140,2006,0,1140,1,5,Mitchel,84500
1221,2004,2,1221,2,7,Somerst,185000
1647,1999,2,953,2,6,Gilbert,175000
2073,1978,2,1542,2,6,NWAmes,210000
2340,1941,1,1152,2,7,Crawfor,266500
1078,1950,1,1078,1,5,NAmes,142125
1256,1965,1,1256,1,5,Edwards,147500
